age,job,marital,education,default,contact,duration,campaign,pdays,previous,poutcome,emp_var_rate,cons_price_idx,cons_conf_idx,subscribed
0.3163265306122449,0.0,0.6666666666666666,0.0,0.0,0.0,0.027043513623424158,0.05357142857142857,1.0,0.0,0.5,0.4117647058823529,0.9910411852227042,-0.8405511811023623,0.0
0.6020408163265306,0.45454545454545453,0.3333333333333333,1.0,0.0,0.0,0.022163481089873933,0.03571428571428571,1.0,0.0,0.5,-0.8529411764705882,0.9729230639357582,-0.6181102362204725,0.0
0.46938775510204084,0.0,0.0,0.0,0.0,0.0,0.018503456689711265,0.017857142857142856,1.0,0.0,0.5,-0.029411764705882356,0.9834647081790076,-0.8267716535433072,0.0
0.6020408163265306,0.09090909090909091,0.3333333333333333,0.4,0.5,1.0,0.014030093533956893,0.10714285714285714,1.0,0.0,0.5,0.4117647058823529,0.996813236675214,-0.8228346456692913,0.0
0.40816326530612246,0.36363636363636365,0.3333333333333333,0.8,0.5,0.0,0.0056933712891419274,0.125,1.0,0.0,0.5,-0.5294117647058824,0.9821456836240464,-0.9271653543307088,0.0
0.29591836734693877,0.2727272727272727,0.6666666666666666,0.0,0.0,1.0,0.036193574623830826,0.05357142857142857,1.0,0.0,0.5,0.3235294117647059,0.9918431521521205,-0.7165354330708662,0.0
0.37755102040816324,0.09090909090909091,0.3333333333333333,0.4,0.0,1.0,0.04514030093533957,0.03571428571428571,1.0,0.0,0.5,0.4117647058823529,0.996813236675214,-0.8228346456692913,0.0
0.5204081632653061,0.45454545454545453,0.3333333333333333,0.4,0.0,1.0,0.033753558357055714,0.017857142857142856,1.0,0.0,0.5,0.3235294117647059,0.9918431521521205,-0.7165354330708662,0.0
0.5204081632653061,0.2727272727272727,0.3333333333333333,0.4,0.0,0.0,0.042496949979666535,0.05357142857142857,1.0,0.0,0.5,0.4117647058823529,0.9910411852227042,-0.8405511811023623,0.0
0.3469387755102041,0.0,0.3333333333333333,0.8,0.0,0.0,0.018096787311915413,0.07142857142857142,1.0,0.14285714285714285,0.0,-0.5294117647058824,0.9802251838720231,-0.909448818897638,0.0
0.3469387755102041,0.6363636363636364,0.6666666666666666,0.0,0.0,0.0,0.04676697844652298,0.017857142857142856,1.0,0.0,0.5,-0.5294117647058824,0.9802251838720231,-0.909448818897638,0.0
0.5306122448979592,0.09090909090909091,0.3333333333333333,0.4,0.5,1.0,0.04514030093533957,0.03571428571428571,1.0,0.0,0.5,0.3235294117647059,0.9918431521521205,-0.7165354330708662,0.0
0.5306122448979592,0.6363636363636364,0.3333333333333333,0.4,0.0,0.0,0.020536803578690525,0.017857142857142856,1.0,0.0,0.5,-0.029411764705882356,0.9834647081790076,-0.8267716535433072,0.0
0.5918367346938775,0.0,0.6666666666666666,0.8,0.0,1.0,0.022570150467669785,0.05357142857142857,1.0,0.0,0.5,0.4117647058823529,0.996813236675214,-0.8228346456692913,0.0
0.3979591836734694,0.6363636363636364,0.3333333333333333,1.0,0.5,1.0,0.03883692557950386,0.017857142857142856,1.0,0.0,0.5,0.3235294117647059,0.9918431521521205,-0.7165354330708662,0.0
0.5102040816326531,0.36363636363636365,0.0,0.0,0.0,0.0,0.0073200488003253355,0.017857142857142856,1.0,0.0,0.5,0.4117647058823529,0.9910411852227042,-0.8405511811023623,0.0
0.3163265306122449,0.8181818181818182,0.3333333333333333,0.8,0.0,0.0,0.01057340382269215,0.05357142857142857,1.0,0.0,0.5,0.4117647058823529,0.9860394441102917,-0.7106299212598426,0.0
0.336734693877551,0.8181818181818182,0.3333333333333333,0.0,0.0,0.0,0.01728344855632371,0.05357142857142857,1.0,0.0,0.5,0.4117647058823529,0.9860394441102917,-0.7106299212598426,0.0
0.35714285714285715,0.09090909090909091,0.3333333333333333,0.4,0.5,1.0,0.07909719398129321,0.03571428571428571,1.0,0.0,0.5,0.3235294117647059,0.9918431521521205,-0.7165354330708662,0.0
0.4387755102040816,0.6363636363636364,0.3333333333333333,0.4,0.5,0.0,0.11122407482716551,0.05357142857142857,1.0,0.0,0.5,0.4117647058823529,0.9910411852227042,-0.8405511811023623,0.0
0.37755102040816324,0.0,0.6666666666666666,0.0,0.5,0.0,0.07869052460349736,0.017857142857142856,1.0,0.0,0.5,-0.029411764705882356,0.9834647081790076,-0.8267716535433072,0.0
0.47959183673469385,0.9090909090909091,0.3333333333333333,0.6,0.0,0.0,0.050427002846685644,0.017857142857142856,1.0,0.0,0.5,-0.029411764705882356,0.9834647081790076,-0.8267716535433072,0.0
0.40816326530612246,0.0,0.6666666666666666,0.0,0.0,1.0,0.027653517690117934,0.07142857142857142,1.0,0.0,0.5,0.4117647058823529,0.996813236675214,-0.8228346456692913,0.0
0.2857142857142857,0.09090909090909091,0.3333333333333333,0.4,0.0,1.0,0.08133387555917039,0.14285714285714285,1.0,0.0,0.5,0.4117647058823529,0.9910411852227042,-0.8405511811023623,0.0
0.3673469387755102,0.09090909090909091,0.3333333333333333,0.4,0.5,1.0,0.023180154534363562,0.08928571428571429,1.0,0.0,0.5,0.3235294117647059,0.9918431521521205,-0.7165354330708662,0.0
0.5612244897959183,0.0,0.3333333333333333,0.8,0.0,1.0,0.040870272468483126,0.25,1.0,0.0,0.5,0.3235294117647059,0.9918431521521205,-0.7165354330708662,0.0
0.3469387755102041,0.09090909090909091,0.6666666666666666,0.0,0.5,1.0,0.052257015046766976,0.017857142857142856,1.0,0.0,0.5,0.3235294117647059,0.9918431521521205,-0.7165354330708662,0.0
0.4489795918367347,0.0,0.3333333333333333,0.4,0.0,0.0,0.07482716551443676,0.017857142857142856,1.0,0.0,0.5,0.4117647058823529,0.9910411852227042,-0.8405511811023623,0.0
0.3979591836734694,0.6363636363636364,0.3333333333333333,0.0,0.0,1.0,0.0069133794225294835,0.21428571428571427,1.0,0.0,0.5,-0.5294117647058824,0.9802251838720231,-0.909448818897638,0.0
0.4489795918367347,0.09090909090909091,0.3333333333333333,0.4,0.0,0.0,0.03416022773485156,0.017857142857142856,1.0,0.0,0.5,-0.5294117647058824,0.9802251838720231,-0.909448818897638,0.0
0.40816326530612246,0.0,0.3333333333333333,0.8,0.5,1.0,0.0032533550223668157,0.017857142857142856,1.0,0.0,0.5,-0.029411764705882356,0.9834647081790076,-0.8267716535433072,0.0
0.6428571428571429,0.8181818181818182,0.3333333333333333,1.0,0.0,0.0,0.0351769011793412,0.017857142857142856,1.0,0.0,0.5,-0.8529411764705882,0.9729230639357582,-0.6181102362204725,0.0
0.5102040816326531,0.0,0.0,0.0,0.5,0.0,0.013013420089467263,0.017857142857142856,1.0,0.0,0.5,0.4117647058823529,0.9860394441102917,-0.7106299212598426,0.0
0.336734693877551,0.0,0.3333333333333333,0.8,0.0,0.0,0.01057340382269215,0.017857142857142856,1.0,0.0,0.5,-0.029411764705882356,0.9834647081790076,-0.8267716535433072,0.0
0.3163265306122449,0.0,0.6666666666666666,0.0,0.0,0.0,0.14355429036193573,0.017857142857142856,1.0,0.14285714285714285,0.0,-0.5294117647058824,0.9821456836240464,-0.9271653543307088,0.0
0.30612244897959184,0.36363636363636365,0.3333333333333333,0.8,0.0,0.0,0.05063033753558357,0.017857142857142856,1.0,0.14285714285714285,0.0,-0.5294117647058824,0.9802251838720231,-0.909448818897638,0.0
0.3163265306122449,0.2727272727272727,0.3333333333333333,0.8,0.0,1.0,0.04676697844652298,0.05357142857142857,1.0,0.0,0.5,0.4117647058823529,0.996813236675214,-0.8228346456692913,0.0
0.45918367346938777,0.8181818181818182,0.6666666666666666,0.6,0.0,1.0,0.027043513623424158,0.017857142857142856,1.0,0.0,0.5,0.3235294117647059,0.9918431521521205,-0.7165354330708662,0.0
0.45918367346938777,0.8181818181818182,0.0,0.6,0.0,0.0,0.0156567710451403,0.03571428571428571,1.0,0.0,0.5,-0.029411764705882356,0.9834647081790076,-0.8267716535433072,0.0
0.2755102040816326,0.09090909090909091,0.6666666666666666,0.0,0.0,1.0,0.0799105327368849,0.017857142857142856,1.0,0.0,0.5,0.3235294117647059,0.9918431521521205,-0.7165354330708662,0.0
0.4387755102040816,0.09090909090909091,0.3333333333333333,0.4,0.5,1.0,0.07015046766978447,0.05357142857142857,1.0,0.0,0.5,0.3235294117647059,0.9918431521521205,-0.7165354330708662,0.0
0.30612244897959184,0.8181818181818182,0.6666666666666666,0.6,0.0,1.0,0.01708011386742578,0.07142857142857142,1.0,0.0,0.5,0.3235294117647059,0.9918431521521205,-0.7165354330708662,0.0
0.3163265306122449,0.09090909090909091,0.6666666666666666,0.0,0.5,1.0,0.018910126067507117,0.07142857142857142,1.0,0.0,0.5,0.3235294117647059,0.9918431521521205,-0.7165354330708662,0.0
0.2755102040816326,0.8181818181818182,0.6666666666666666,0.8,0.0,0.0,0.0508336722244815,0.05357142857142857,1.0,0.7142857142857143,0.0,-0.5,0.9921913746346303,-0.7539370078740157,0.0
0.37755102040816324,0.0,0.3333333333333333,0.0,0.0,0.0,0.021553477023180154,0.017857142857142856,1.0,0.0,0.5,-0.8529411764705882,0.9757510525815949,-0.6614173228346457,0.0
0.5204081632653061,0.09090909090909091,0.3333333333333333,0.6,0.0,0.0,0.017486783245221633,0.017857142857142856,1.0,0.0,0.5,-1.0,0.9748013549020229,-0.5866141732283465,0.0
